date,close,volume,move,
2/25/2016,68.04,9573563,1,0.752143107
1/8/2016,63.54,17767864,0,0.010896795
6/16/2014,75.34,3846878,0,0.171586547
6/3/2016,70.87,6374529,0,0.560796733
9/17/2014,76.24,4239265,0,0.859372637
10/9/2015,66.69,6659137,0,0.941676116
3/29/2016,68.03,6490046,0,0.995491505
1/22/2015,88.3,7123834,0,0.286336411
2/2/2016,66.86,13545337,0,0.083145493
10/15/2015,59.33,45769175,0,0.994349997
10/7/2015,66.36,7137243,0,0.47485781
10/22/2014,76.03,5927620,0,0.257154037
1/26/2015,88.63,4666660,0,0.526846928
7/11/2016,74.06,9040070,0,0.173833689
9/4/2014,76.56,5282252,0,0.354978862
7/10/2015,73.12,5579323,0,0.108983839
5/9/2014,79.2,4896368,0,0.910327423
6/25/2015,71.86,5293151,0,0.511321598
2/26/2015,83.8,5888139,0,0.504967851
6/9/2015,72.47,8335572,0,0.779285457
5/12/2014,79.15,5999823,0,0.132128036
7/9/2015,72.78,8695824,0,0.663260897
8/8/2014,74.67,4996347,0,0.726553337
4/27/2016,69.42,5141384,0,0.307017419
11/12/2015,56.95,9551481,0,0.026704194
11/28/2016,71.19,6337100,0,0.77709864
2/27/2015,83.93,5877422,0,0.539129118
8/18/2015,69.48,21314976,0,0.957302102
11/23/2016,70.83,7442950,0,0.113231936
6/29/2015,71.42,8187836,0,0.163538005
5/23/2016,69.5,10093270,0,0.640647872
5/19/2014,76.61,6131274,0,0.181067899
11/15/2016,71.42,9384300,0,0.55652902
8/7/2014,73.95,7053149,0,0.921259337
4/20/2016,69.21,5406370,0,0.343511489
3/6/2015,82.59,5731008,0,0.352793478
9/3/2014,76.01,4709373,0,1.27847E-06
1/5/2015,85.65,6978986,0,0.696392145
2/18/2016,64.12,27867466,0,0.665247373
9/27/2016,72.33,6344407,0,0.68183196
3/30/2015,82.53,5701696,0,0.047945225
5/6/2014,78.01,5638910,0,0.276577835
11/20/2015,60.07,12371097,0,0.830218828
5/18/2016,63.15,22184048,-1,0.886547359
4/14/2015,80.15,5531712,0,0.861005456
7/9/2014,77.21,6240126,0,0.030155348
7/8/2015,73.06,7790963,0,0.858274891
12/17/2015,58.98,12976095,0,0.664493745
1/27/2017,65.66,13433629,0,0.532275949
8/17/2016,72.93,14343332,0,0.239001108
6/26/2015,72.12,nan,0,0.762566003
9/14/2015,64.28,6903527,0,0.402953995
8/18/2016,74.3,26858329,1,0.023175239
6/28/2016,71.51,8561177,0,0.548717974
4/2/2015,80.73,5795731,0,0.234820719
5/11/2016,66.41,14434682,0,0.938952563
12/30/2016,69.12,6889488,0,0.315220081
9/26/2014,76.49,3752888,0,0.991534198
12/2/2016,70.88,6674206,0,0.566264023
8/25/2016,71.22,10514203,0,0.917964778
3/18/2016,66.95,22927319,0,0.466170658
3/5/2015,83.57,5997522,0,0.114809719
4/14/2016,68.8,6973069,0,0.404088574
10/19/2015,58.85,17692482,0,0.132596998
12/16/2016,70.98,17844831,0,0.601692117
7/19/2016,73.66,4798083,0,0.061939263
9/15/2014,75.81,3748478,0,0.437516015
9/9/2015,65.12,9428764,0,0.413875411
5/16/2016,66.02,10168754,0,0.84666246
4/13/2016,69.15,nan,0,0.735375893
1/29/2015,87.72,6522794,1,0.070117718
9/19/2014,76.84,13323532,0,0.732369884
6/24/2016,71.96,15120363,0,0.495416021
12/20/2016,71.82,6108070,0,0.91995399
1/10/2017,68.23,10256492,0,0.325020781
3/10/2016,67.41,9661997,0,0.101474428
8/2/2016,73.13,6513056,0,0.700879122
8/28/2015,64.94,14299810,0,0.981757825
5/1/2014,79.7,5098328,0,0.74590902
7/12/2016,73.27,10651000,0,0.240065692
2/12/2016,66.18,9634057,0,0.039583603
10/31/2016,70.02,6389047,0,0.635715723
12/23/2014,86.66,5552646,0,0.718160511
5/5/2016,67.21,8089700,0,0.917659872
10/21/2015,58.64,13121933,0,0.350860187
2/27/2017,71.74,9254685,0,0.8136188
10/16/2014,73.82,14346643,0,0.343624137
1/7/2016,65.03,26430005,1,0.995565828
11/20/2014,84.58,7812733,0,0.914971001
